session_id,date,week,block,archetype,location_variant,deload,slot,exercise_id,sets,rep_range,target_RPE,rest_sec,tempo,superset_group,notes,est_duration_min
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,15,,15,3-0-3,,Circuit station,58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,6,band_lateral_walk,3,12/side,,15,,,Circuit station,58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,gym,False,7,bike_intervals,4,4×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",58.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,2,10,,15,3-0-3,,Circuit station,39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,2,wall_sit,2,75 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,2,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,6,band_lateral_walk,2,12/side,,15,,,Circuit station,39.0
W10D3,2026-10-31,10,3,C — Quad Endurance + Aerobic,home,False,7,home_intervals,3,3×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",39.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,1,back_squat,4,4-6,8,180,3-0-1,,Eccentric emphasis — 3 s down,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,2,bb_rdl,3,6-8,8,150,2-1-1,,,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,3,hip_thrust,2,8-10,8,90,,,,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,4,db_overhead_press,3,6-8,8,0,,S1,,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,Superset with OHP,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,gym,False,6,suitcase_carry,2,30 s/side,,60,,,,55.0
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,1,goblet_squat,3,6-8,8,105,4-0-1,,Heavy DB,39.2
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,2,db_rdl,3,6-8,8,90,2-1-1,,,39.2
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,3,sl_glute_bridge,2,10/leg,,60,,,,39.2
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,4,push_up,3,8-12,8,0,,S1,Deficit (hands on books) when easy,39.2
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,5,one_arm_db_row,3,8-10/arm,8,60,,S1,,39.2
W11D1,2026-11-02,11,3,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,39.2
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,1,jump_squat,5,5,,90,,,"Max intent, stick every landing; full recovery between sets",52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,2,lateral_bound,5,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,3,pogo_hop,4,12,,60,,,"Max intent, stick every landing; full recovery between sets",52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,4,box_jump,4,4,,75,,,"Max intent, stick every landing; full recovery between sets",52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,5,mb_rotational_throw,2,5/side,,60,,,,52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,6,sl_rdl,2,6/leg,8,60,,,,52.6
W11D2,2026-11-04,11,3,B — Power + Balance,gym,False,7,calf_raise,2,12,8,45,2-1-2,,,52.6
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,1,jump_squat,5,5,,75,,,"Max intent, stick every landing; full recovery between sets",38.8
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,2,lateral_bound,5,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",38.8
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,3,pogo_hop,4,12,,45,,,"Max intent, stick every landing; full recovery between sets",38.8
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,4,broad_jump_stick,4,4,,60,,,"Max intent, stick every landing; full recovery between sets (home swap for box jump)",38.8
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",38.8
W11D2,2026-11-04,11,3,B — Power + Balance,home,False,6,calf_raise,2,15,8,45,2-1-2,,On stair edge,38.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,10,,15,3-0-3,,Circuit station,58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,90 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,15,,15,3-0-3,,Circuit station,58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,6,band_lateral_walk,3,12/side,,15,,,Circuit station,58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,gym,False,7,bike_intervals,4,4×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",58.8
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,2,10,,15,3-0-3,,Circuit station,39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,2,wall_sit,2,90 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,2,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,6,band_lateral_walk,2,12/side,,15,,,Circuit station,39.5
W11D3,2026-11-07,11,3,C — Quad Endurance + Aerobic,home,False,7,home_intervals,3,3×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",39.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,1,back_squat,2,4-6,6,180,3-0-1,,Eccentric emphasis — 3 s down,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,2,bb_rdl,2,6-8,6,150,2-1-1,,,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,3,hip_thrust,2,8-10,6,90,,,,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,4,db_overhead_press,2,6-8,6,0,,S1,,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,5,one_arm_db_row,2,8-10/arm,6,60,,S1,Superset with OHP,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,gym,True,6,suitcase_carry,2,30 s/side,,60,,,,41.5
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,1,goblet_squat,2,6-8,6,105,4-0-1,,Heavy DB,31.4
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,2,db_rdl,2,6-8,6,90,2-1-1,,,31.4
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,3,sl_glute_bridge,2,10/leg,,60,,,,31.4
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,4,push_up,2,8-12,6,0,,S1,Deficit (hands on books) when easy,31.4
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,5,one_arm_db_row,2,8-10/arm,6,60,,S1,,31.4
W12D1,2026-11-09,12,3,A — Lower Strength + Core,home,True,6,dead_bug,2,8/side,,45,,,,31.4
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,1,jump_squat,3,4,,90,,,"Max intent, stick every landing; full recovery between sets",37.3
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,2,pogo_hop,3,10,,60,,,"Max intent, stick every landing; full recovery between sets",37.3
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,3,lateral_bound,3,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",37.3
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,4,mb_rotational_throw,2,5/side,,60,,,,37.3
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,5,sl_rdl,2,6/leg,6,60,,,,37.3
W12D2,2026-11-11,12,3,B — Power + Balance,gym,True,6,calf_raise,2,12,6,45,2-1-2,,,37.3
W12D2,2026-11-11,12,3,B — Power + Balance,home,True,1,jump_squat,3,4,,75,,,"Max intent, stick every landing; full recovery between sets",25.8
W12D2,2026-11-11,12,3,B — Power + Balance,home,True,2,pogo_hop,3,10,,45,,,"Max intent, stick every landing; full recovery between sets",25.8
W12D2,2026-11-11,12,3,B — Power + Balance,home,True,3,lateral_bound,3,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",25.8
W12D2,2026-11-11,12,3,B — Power + Balance,home,True,4,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",25.8
W12D2,2026-11-11,12,3,B — Power + Balance,home,True,5,calf_raise,2,15,6,45,2-1-2,,On stair edge,25.8
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,1,goblet_squat,2,10,,15,3-0-3,,Circuit station,42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,2,wall_sit,2,60 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,5,split_squat_iso,2,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,6,band_lateral_walk,2,12/side,,15,,,Circuit station,42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,gym,True,7,bike_z2,1,12 min steady,,0,,,Aerobic finisher — Conversational pace (Zone 2),42.0
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,1,goblet_squat,2,10,,15,3-0-3,,Circuit station,31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,2,wall_sit,2,60 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,5,split_squat_iso,2,30 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,6,band_lateral_walk,2,12/side,,15,,,Circuit station,31.5
W12D3,2026-11-14,12,3,C — Quad Endurance + Aerobic,home,True,7,home_aerobic_circuit,1,6 min continuous easy pace,,0,,,Aerobic finisher — Conversational pace (Zone 2),31.5
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,1,back_squat,3,4-5,8,0,2-0-1,C1,"Contrast pair — squat, then jumps",52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,2,box_jump,3,3,,150,,C1,"Contrast pair: 30 s after squat set; max intent, step down",52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,3,bb_rdl,3,6-8,8,120,2-1-1,,,52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,4,sl_glute_bridge,2,10/leg,,60,,,,52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,5,db_bench_press,3,8-10,8,0,,S1,,52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,6,one_arm_db_row,3,8-10/arm,8,60,,S1,,52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,gym,False,7,pallof_press,3,10/side,,60,,,,52.6
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,1,goblet_squat,3,5,8,0,2-0-1,C1,"Contrast pair — heavy DB, then jumps",37.8
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,2,jump_squat,3,3,,120,,C1,"Contrast pair: 30 s after squat set; bodyweight, max intent",37.8
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,3,db_rdl,3,6-8,8,90,2-1-1,,,37.8
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,4,sl_glute_bridge,2,10/leg,,60,,,,37.8
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,5,push_up,3,8-12,8,45,,,,37.8
W13D1,2026-11-16,13,4,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,37.8
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,1,depth_jump,4,4,,90,,,"Max intent, stick every landing; full recovery between sets",50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,2,sl_hop_stick,4,4/leg,,75,,,"Max intent, stick every landing; full recovery between sets",50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,3,lateral_bound,4,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,4,pogo_hop,4,10,,60,,,"Max intent, stick every landing; full recovery between sets",50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,5,mb_rotational_throw,2,5/side,,60,,,,50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,6,sl_rdl,2,6/leg,8,60,,,,50.1
W13D2,2026-11-18,13,4,B — Power + Balance,gym,False,7,calf_raise,2,12,8,45,2-1-2,,,50.1
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,1,snap_down,4,4,,75,,,"Max intent, stick every landing; full recovery between sets (home swap for depth jump)",36.8
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,2,sl_hop_stick,4,4/leg,,60,,,"Max intent, stick every landing; full recovery between sets",36.8
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,3,lateral_bound,4,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",36.8
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,4,pogo_hop,4,10,,45,,,"Max intent, stick every landing; full recovery between sets",36.8
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",36.8
W13D2,2026-11-18,13,4,B — Power + Balance,home,False,6,calf_raise,2,15,8,45,2-1-2,,On stair edge,36.8
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,10,,15,4-0-1,,Circuit station — Leg-blaster-style eccentric emphasis,55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,90 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,15,,15,3-0-3,,Circuit station,55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,40 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,6,calf_raise,3,15,,15,3-0-3,,Circuit station — Slow — toeside-pressure endurance,55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,gym,False,7,bike_intervals,3,3×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",55.5
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,2,10,,15,4-0-1,,Circuit station — Leg-blaster-style eccentric emphasis,35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,2,wall_sit,2,90 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,2,40 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,6,calf_raise,2,15,,15,3-0-3,,Circuit station — Slow — toeside-pressure endurance,35.7
W13D3,2026-11-21,13,4,C — Quad Endurance + Aerobic,home,False,7,home_intervals,2,2×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",35.7
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,1,back_squat,3,4-5,8,0,2-0-1,C1,"Contrast pair — squat, then jumps",52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,2,box_jump,3,3,,150,,C1,"Contrast pair: 30 s after squat set; max intent, step down",52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,3,bb_rdl,3,6-8,8,120,2-1-1,,,52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,4,sl_glute_bridge,2,10/leg,,60,,,,52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,5,db_bench_press,3,8-10,8,0,,S1,,52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,6,one_arm_db_row,3,8-10/arm,8,60,,S1,,52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,gym,False,7,pallof_press,3,10/side,,60,,,,52.6
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,1,goblet_squat,3,5,8,0,2-0-1,C1,"Contrast pair — heavy DB, then jumps",37.8
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,2,jump_squat,3,3,,120,,C1,"Contrast pair: 30 s after squat set; bodyweight, max intent",37.8
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,3,db_rdl,3,6-8,8,90,2-1-1,,,37.8
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,4,sl_glute_bridge,2,10/leg,,60,,,,37.8
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,5,push_up,3,8-12,8,45,,,,37.8
W14D1,2026-11-23,14,4,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,37.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,1,depth_jump,4,4,,90,,,"Max intent, stick every landing; full recovery between sets",51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,2,sl_hop_stick,4,4/leg,,75,,,"Max intent, stick every landing; full recovery between sets",51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,3,lateral_bound,5,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,4,pogo_hop,4,10,,60,,,"Max intent, stick every landing; full recovery between sets",51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,5,mb_rotational_throw,2,5/side,,60,,,,51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,6,sl_rdl,2,6/leg,8,60,,,,51.8
W14D2,2026-11-25,14,4,B — Power + Balance,gym,False,7,calf_raise,2,12,8,45,2-1-2,,,51.8
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,1,snap_down,4,4,,75,,,"Max intent, stick every landing; full recovery between sets (home swap for depth jump)",38.2
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,2,sl_hop_stick,4,4/leg,,60,,,"Max intent, stick every landing; full recovery between sets",38.2
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,3,lateral_bound,5,3/side,,60,,,"Max intent, stick every landing; full recovery between sets",38.2
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,4,pogo_hop,4,10,,45,,,"Max intent, stick every landing; full recovery between sets",38.2
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,5,band_rotational_chop,2,8/side,,45,,,"Fast, athletic stance",38.2
W14D2,2026-11-25,14,4,B — Power + Balance,home,False,6,calf_raise,2,15,8,45,2-1-2,,On stair edge,38.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,1,goblet_squat,3,10,,15,4-0-1,,Circuit station — Leg-blaster-style eccentric emphasis,56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,2,wall_sit,3,105 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,3,eccentric_step_down,3,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,4,spanish_squat,3,15,,15,3-0-3,,Circuit station,56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,5,split_squat_iso,3,40 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,6,calf_raise,3,15,,15,3-0-3,,Circuit station — Slow — toeside-pressure endurance,56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,gym,False,7,bike_intervals,3,3×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",56.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,1,goblet_squat,2,10,,15,4-0-1,,Circuit station — Leg-blaster-style eccentric emphasis,36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,2,wall_sit,2,105 s,,15,iso,,"Circuit station — The 'legs burn out' fix — breathe, stay tall",36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,3,eccentric_step_down,2,8/leg,,15,5-0-1,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,4,spanish_squat,2,15,,15,3-0-3,,Circuit station,36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,5,split_squat_iso,2,40 s/side,,15,iso,,Circuit station — Reduce depth or skip if any knee pain; sub +15 s wall sit,36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,6,calf_raise,2,15,,15,3-0-3,,Circuit station — Slow — toeside-pressure endurance,36.2
W14D3,2026-11-28,14,4,C — Quad Endurance + Aerobic,home,False,7,home_intervals,2,2×3 min hard / 2 min easy,,120,,,"Aerobic finisher — Hard = RPE 8-9 breathing, easy = spin/march it out",36.2
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,1,back_squat,3,4-5,8,0,2-0-1,C1,"Contrast pair — squat, then jumps",52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,2,box_jump,3,3,,150,,C1,"Contrast pair: 30 s after squat set; max intent, step down",52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,3,bb_rdl,3,6-8,8,120,2-1-1,,,52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,4,sl_glute_bridge,2,10/leg,,60,,,,52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,5,db_bench_press,3,8-10,8,0,,S1,,52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,6,one_arm_db_row,3,8-10/arm,8,60,,S1,,52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,gym,False,7,pallof_press,3,10/side,,60,,,,52.6
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,1,goblet_squat,3,5,8,0,2-0-1,C1,"Contrast pair — heavy DB, then jumps",37.8
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,2,jump_squat,3,3,,120,,C1,"Contrast pair: 30 s after squat set; bodyweight, max intent",37.8
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,3,db_rdl,3,6-8,8,90,2-1-1,,,37.8
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,4,sl_glute_bridge,2,10/leg,,60,,,,37.8
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,5,push_up,3,8-12,8,45,,,,37.8
W15D1,2026-11-30,15,4,A — Lower Strength + Core,home,False,6,dead_bug,2,8/side,,45,,,,37.8
W15D2,2026-12-02,15,4,B — Power + Balance,gym,False,1,depth_jump,5,4,,90,,,"Max intent, stick every landing; full recovery between sets",49.2
W15D2,2026-12-02,15,4,B — Power + Balance,gym,False,2,sl_hop_stick,4,4/leg,,75,,,"Max intent, stick every landing; full recovery between sets",49.2
W15D2,2026-12-02,15,4,B — Power + Balance,gym,False,3,lateral_bound,5,3/side,,75,,,"Max intent, stick every landing; full recovery between sets",49.2
W15D2,2026-12-02,15,4,B — Power + Balance,gym,False,4,pogo_hop,4,10,,60,,,"Max intent, stick every landing; full recovery between sets",49.2
W15D2,2026-12-02,15,4,B — Power + Balance,gym,False,5,mb_rotational_throw,2,5/side,,60,,,,49.2
